Dataset Name,Algorithm Name,Cross Validation,Hyperparameters Values,Accuracy,TPR,FPR,Precision,AUC,PR Curve,Training Time,Inference Time
congressional-voting,VAT,9,"{'net__criterion__VAT_eps': 2.692817344942256, 'net__criterion__alpha': 1.1994792753175043, 'net__lr': 0.0030446258134658234}",0.6511627906976745,0.1875,0.07407407407407407,0.6289473684210527,0.5752314814814815,0.6838990525630739,8s,31245ms
congressional-voting,VAT,10,"{'net__criterion__VAT_eps': 2.1332029084131503, 'net__criterion__alpha': 0.7653894909394454, 'net__lr': 0.005280155729320327}",0.6046511627906976,0.1875,0.14814814814814814,0.5337301587301587,0.5972222222222222,0.5783370388487998,8s,31250ms
conn-bench-sonar-mines-rocks,VAT,1,"{'net__criterion__VAT_eps': 2.173025869620166, 'net__criterion__alpha': 0.5201075461874936, 'net__lr': 0.008306506289251895}",0.6666666666666666,0.4,0.09090909090909091,0.7125,0.6363636363636362,0.6190368027577198,4s,46875ms
conn-bench-sonar-mines-rocks,VAT,2,"{'net__criterion__VAT_eps': 2.2879803984592746, 'net__criterion__alpha': 0.9238550485581797, 'net__lr': 0.006103292819866452}",0.6190476190476191,0.5,0.2727272727272727,0.6201923076923077,0.8272727272727272,0.8398030408865363,4s,27980ms
conn-bench-sonar-mines-rocks,VAT,3,"{'net__criterion__VAT_eps': 1.735123740095793, 'net__criterion__alpha': 0.9358649252656268, 'net__lr': 0.008930041214655154}",0.8571428571428571,0.7,0.0,0.8928571428571428,0.9909090909090909,0.9723596878578322,4s,28979ms
conn-bench-sonar-mines-rocks,VAT,4,"{'net__criterion__VAT_eps': 2.2879803984592746, 'net__criterion__alpha': 0.9238550485581797, 'net__lr': 0.006103292819866452}",0.8571428571428571,0.7,0.0,0.8928571428571428,0.8727272727272726,0.8838860907020221,4s,35973ms
conn-bench-sonar-mines-rocks,VAT,5,"{'net__criterion__VAT_eps': 1.1742585994030814, 'net__criterion__alpha': 0.5202183974403257, 'net__lr': 0.008342936470924586}",1.0,1.0,0.0,1.0,1.0,1.0000000000000002,4s,27980ms
conn-bench-sonar-mines-rocks,VAT,6,"{'net__criterion__VAT_eps': 2.64198645969587, 'net__criterion__alpha': 0.5971012757930613, 'net__lr': 0.008395654584238159}",0.7619047619047619,0.7,0.18181818181818182,0.7638888888888888,0.9,0.908328299811592,4s,33976ms
conn-bench-sonar-mines-rocks,VAT,7,"{'net__criterion__VAT_eps': 1.4461632652812366, 'net__criterion__alpha': 1.452749011516985, 'net__lr': 0.0045265412483145116}",0.9047619047619048,0.9,0.09090909090909091,0.9045454545454545,0.9272727272727272,0.9259508605055079,4s,38973ms
conn-bench-sonar-mines-rocks,VAT,8,"{'net__criterion__VAT_eps': 1.1742585994030814, 'net__criterion__alpha': 0.5202183974403257, 'net__lr': 0.008342936470924586}",0.9047619047619048,0.8888888888888888,0.08333333333333333,0.9027777777777777,0.962962962962963,0.9523156676581763,4s,33976ms
